Simulation (exp. id, measurement  id);6;995
beta;coupling_constant;dimension;init_temp;length;number_of_sweeps;q
1.00505;1;2;1;64;136072;3

0
0

C;E;t
0;0;0
1;-5520;1
8;-5526;2
1;-5526;3
3;-5524;4
11;-5532;5
1;-5534;6
3;-5538;7
6;-5542;8
1;-5544;9
1;-5542;10
2;-5542;11
1;-5546;12
2;-5550;13
13;-5586;14
1;-5586;15
1;-5586;16
1;-5586;17
14;-5596;18
1;-5600;19
4;-5604;20
1;-5606;21
2;-5610;22
4;-5622;23
6;-5622;24
17;-5638;25
1;-5646;26
5;-5652;27
2;-5650;28
1;-5648;29
5;-5644;30
1;-5644;31
1;-5648;32
5;-5652;33
3;-5652;34
1;-5652;35
1;-5652;36
1;-5658;37
1;-5660;38
1;-5662;39
1;-5666;40
4;-5670;41
3;-5676;42
1;-5678;43
1;-5678;44
4;-5684;45
8;-5692;46
3;-5692;47
6;-5708;48
2;-5712;49
2;-5712;50
3;-5716;51
3;-5722;52
1;-5720;53
14;-5726;54
3;-5728;55
1;-5732;56
1;-5736;57
2;-5740;58
4;-5740;59
1;-5742;60
1;-5748;61
5;-5756;62
1;-5758;63
4;-5766;64
1;-5766;65
2;-5768;66
1;-5772;67
2;-5778;68
1;-5780;69
1;-5782;70
1;-5788;71
1;-5788;72
2;-5792;73
1;-5796;74
1;-5800;75
1;-5798;76
1;-5804;77
13;-5806;78
1;-5808;79
1;-5810;80
4;-5810;81
2;-5816;82
3;-5824;83
2;-5832;84
5;-5846;85
1;-5850;86
8;-5856;87
1;-5856;88
5;-5860;89
4;-5860;90
1;-5868;91
2;-5872;92
3;-5886;93
3;-5888;94
1;-5892;95
5;-5882;96
6;-5886;97
2;-5886;98
2;-5886;99
5;-5892;100
1;-5888;101
1;-5892;102
3;-5892;103
3;-5900;104
3;-5900;105
2;-5902;106
5;-5894;107
9;-5908;108
1;-5912;109
2;-5914;110
2;-5922;111
2;-5926;112
7;-5938;113
1;-5936;114
1;-5938;115
1;-5936;116
1;-5940;117
4;-5948;118
2;-5950;119
3;-5956;120
3;-5964;121
1;-5968;122
2;-5978;123
5;-5970;124
4;-5970;125
2;-5974;126
4;-5982;127
2;-5982;128
4;-5990;129
1;-5988;130
1;-5990;131
1;-5998;132
1;-6004;133
7;-6018;134
1;-6020;135
5;-6030;136
1;-6028;137
7;-6042;138
12;-6052;139
3;-6058;140
2;-6062;141
3;-6068;142
4;-6070;143
13;-6066;144
6;-6072;145
6;-6086;146
2;-6090;147
2;-6098;148
2;-6100;149
1;-6102;150
10;-6106;151
1;-6108;152
1;-6116;153
1;-6118;154
2;-6116;155
4;-6124;156
19;-6140;157
1;-6142;158
1;-6144;159
1;-6150;160
5;-6160;161
1;-6160;162
5;-6170;163
1;-6174;164
1;-6178;165
1;-6182;166
2;-6192;167
1;-6192;168
10;-6202;169
1;-6204;170
1;-6198;171
2;-6196;172
1;-6200;173
21;-6202;174
1;-6204;175
20;-6222;176
1;-6226;177
2;-6232;178
2;-6236;179
2;-6236;180
4;-6234;181
1;-6238;182
1;-6240;183
1;-6242;184
8;-6234;185
2;-6242;186
11;-6254;187
1;-6250;188
15;-6252;189
5;-6270;190
1;-6274;191
4;-6274;192
6;-6290;193
1;-6294;194
3;-6298;195
8;-6300;196
2;-6298;197
2;-6304;198
3;-6306;199
1;-6308;200
15;-6318;201
1;-6324;202
5;-6328;203
1;-6328;204
1;-6332;205
1;-6330;206
1;-6334;207
2;-6336;208
2;-6342;209
6;-6348;210
3;-6352;211
1;-6352;212
4;-6342;213
2;-6348;214
1;-6348;215
