Simulation (exp. id, measurement  id);6;995
beta;coupling_constant;dimension;init_temp;length;number_of_sweeps;q
1.00505;1;2;1;16;136072;3

0
0

C;E;t
0;0;0
4;-310;1
1;-314;2
2;-322;3
1;-324;4
1;-326;5
1;-330;6
1;-338;7
2;-344;8
1;-348;9
5;-348;10
2;-354;11
1;-356;12
1;-356;13
1;-358;14
10;-364;15
3;-368;16
1;-372;17
1;-378;18
1;-380;19
1;-382;20
4;-386;21
7;-390;22
3;-398;23
1;-402;24
6;-398;25
9;-402;26
5;-408;27
1;-412;28
1;-412;29
7;-428;30
6;-440;31
2;-432;32
4;-434;33
2;-436;34
5;-430;35
2;-430;36
3;-438;37
9;-450;38
2;-452;39
7;-456;40
1;-458;41
2;-468;42
14;-474;43
1;-476;44
13;-486;45
12;-486;46
2;-482;47
3;-488;48
3;-490;49
1;-490;50
6;-510;51
3;-510;52
4;-512;53
2;-512;54
7;-516;55
2;-518;56
4;-524;57
9;-524;58
8;-528;59
17;-532;60
30;-552;61
1;-556;62
8;-552;63
8;-554;64
9;-562;65
16;-564;66
8;-578;67
32;-586;68
19;-572;69
29;-604;70
2;-604;71
14;-618;72
1;-616;73
3;-614;74
5;-620;75
4;-618;76
53;-628;77
2;-632;78
19;-654;79
2;-648;80
21;-656;81
23;-648;82
2;-658;83
22;-682;84
54;-706;85
1;-702;86
6;-706;87
16;-718;88
1;-724;89
2;-724;90
1;-728;91
1;-732;92
2;-736;93
125;-752;94
8;-758;95
99;-724;96
19;-714;97
1;-714;98
49;-714;99
22;-714;100
83;-748;101
13;-764;102
30;-776;103
85;-804;104
206;-862;105
217;-920;106
211;-874;107
202;-848;108
146;-780;109
137;-766;110
7;-766;111
140;-762;112
2;-764;113
142;-748;114
3;-742;115
124;-774;116
128;-764;117
21;-788;118
183;-796;119
2;-802;120
184;-780;121
178;-794;122
188;-766;123
182;-816;124
193;-840;125
4;-836;126
204;-838;127
205;-842;128
3;-826;129
207;-840;130
216;-878;131
222;-878;132
232;-944;133
237;-960;134
242;-940;135
235;-932;136
237;-950;137
233;-908;138
218;-840;139
204;-850;140
211;-870;141
213;-834;142
197;-816;143
203;-866;144
3;-866;145
211;-830;146
201;-834;147
6;-840;148
197;-804;149
156;-792;150
39;-778;151
163;-796;152
5;-816;153
160;-876;154
215;-908;155
230;-936;156
233;-924;157
225;-928;158
221;-870;159
217;-888;160
220;-906;161
217;-866;162
198;-828;163
188;-790;164
182;-812;165
3;-810;166
3;-824;167
190;-808;168
199;-846;169
208;-832;170
203;-824;171
220;-906;172
231;-964;173
238;-922;174
230;-908;175
233;-928;176
1;-924;177
232;-926;178
195;-854;179
186;-890;180
224;-898;181
229;-926;182
222;-920;183
218;-926;184
229;-952;185
237;-954;186
237;-956;187
235;-944;188
1;-940;189
242;-964;190
2;-954;191
233;-902;192
228;-936;193
230;-914;194
226;-920;195
2;-932;196
220;-894;197
1;-894;198
7;-890;199
210;-884;200
210;-856;201
220;-900;202
222;-884;203
213;-864;204
3;-868;205
203;-848;206
3;-844;207
206;-870;208
221;-922;209
230;-926;210
229;-910;211
230;-918;212
230;-916;213
230;-924;214
237;-934;215
5;-910;216
223;-854;217
210;-850;218
207;-878;219
2;-866;220
209;-886;221
1;-878;222
215;-866;223
208;-852;224
196;-836;225
191;-824;226
200;-830;227
165;-804;228
165;-794;229
153;-810;230
189;-818;231
197;-820;232
205;-846;233
202;-840;234
193;-848;235
199;-854;236
202;-864;237
204;-900;238
214;-896;239
219;-876;240
211;-850;241
1;-854;242
198;-820;243
189;-820;244
1;-826;245
184;-838;246
